age,ball_control,dribbling,slide_tackle,stand_tackle,aggression,reactions,interceptions,vision,composure,crossing,short_pass,long_pass,acceleration,sprint_speed,stamina,strength,balance,shot_power,finishing,long_shots,curve,penalties
18.221432,52.580986,47.12749,54.28446,50.964268,71.84381,47.64187,34.057667,44.702335,48.647896,37.052216,51.271706,42.40244,44.36464,40.62968,23.53716,62.953342,39.97947,53.75244,35.934155,38.23772,51.736927,50.974747
31.296402,51.533768,47.90685,47.641388,45.980034,59.98699,56.92266,48.3355,55.05059,55.394753,51.67279,48.479904,41.544594,40.39908,34.7572,53.53491,44.782646,53.61935,53.522724,55.81789,57.356796,57.65395,67.47337
40.888992,93.99992,94.99999,7.000267,7.0013347,96.00001,93.0,3.0869935,93.999985,96.0,93.99762,92.998886,16.609201,12.000001,13.000749,94.99999,96.0,20.000002,94.0,94.0,90.999954,93.0,92.0
20.085506,56.49639,62.56771,31.357143,29.579142,39.217377,46.795155,29.300024,69.959496,45.357258,71.66937,51.749725,39.2944,61.092827,51.51309,44.20689,30.23315,62.13802,37.420925,60.72629,54.412006,69.56781,57.074905
17.0,8.014912,5.4901175,7.000019,7.0,11.000001,31.999998,3.0000002,68.95043,13.0,93.55869,12.152685,9.105821,96.92381,14.757589,14.0,25.0,20.000587,20.0,4.0,5.0,92.8483,10.348032
28.536072,59.240555,47.11196,73.513016,78.13116,92.12438,56.82939,76.45293,52.251156,63.807697,41.524063,64.10825,68.49095,39.537086,40.54174,20.877354,79.32748,72.34826,53.711987,38.369926,41.55005,34.692196,64.8475
35.29846,47.8626,62.09664,54.53001,39.381603,32.42635,50.086517,37.258877,53.305397,56.04163,68.92368,57.33474,36.155453,74.855415,54.650837,28.05944,52.70374,51.936417,27.427362,47.03902,20.243614,68.9583,78.846085
38.08964,45.904633,22.60558,67.27535,66.367,36.45464,47.874355,60.975266,16.934494,48.713356,54.924458,41.152985,36.484653,29.508314,28.627205,23.778181,87.95156,24.18077,24.463129,7.9513254,9.003957,43.65513,33.93655
24.656384,52.603004,52.31867,41.264656,34.28434,53.65135,54.858723,33.60751,48.760654,44.94427,58.365845,41.007053,32.789814,47.740067,47.931465,28.658613,37.186504,61.156673,47.654675,33.557903,38.039215,62.230854,43.955585
17.0,8.003768,5.000003,7.000217,7.0028815,11.057702,31.999998,3.0000002,93.83587,13.0,6.0,92.14083,92.736595,12.000001,13.0,14.0,96.0,20.000002,94.0,4.0,5.1113396,7.002002,8.0
40.915634,93.53192,94.967354,7.002229,7.3404145,95.99993,92.999825,3.6091843,93.06352,95.99988,93.810715,72.54959,9.000065,71.68967,15.197526,69.76394,25.524368,95.0,93.99782,93.98307,90.87896,93.0,92.0
41.0,55.752766,94.90866,7.0145316,7.218857,96.00001,92.999985,3.8765485,10.628357,95.99947,11.866713,54.860287,13.111834,12.004062,13.003252,95.0,95.99997,94.58752,94.0,92.888725,90.99917,92.908005,91.997955
17.0,8.0,5.0,7.0,7.0,11.000001,31.999998,3.0000002,93.9841,13.0,6.0,11.000001,9.0,15.389978,14.274248,14.0,25.0,94.9999,20.0,4.0,5.0,7.0,8.0
17.0,8.0,5.0,7.000949,7.0,11.000001,31.999998,3.0001233,10.0,13.0,6.0,11.000015,9.0,97.0,96.995316,14.0,25.104555,95.0,20.0,4.0,5.0,7.0,92.0
34.108875,55.554237,49.6708,42.088932,38.442154,55.825394,56.576668,41.780907,57.15422,51.646847,65.00541,51.636078,44.69631,41.86639,40.88003,37.758434,50.24256,39.840466,42.987465,36.86011,37.18893,58.94573,45.58296
41.0,92.97554,5.004396,87.0,91.0,96.00001,93.0,89.0,94.0,96.0,93.99809,87.94726,12.672205,12.000001,13.0,95.0,96.0,20.000002,29.940819,4.0,5.0001593,92.999985,8.000035
36.896004,44.6061,40.019375,65.15733,60.62773,70.18052,64.70768,58.254143,24.519258,59.66912,47.81672,39.583534,26.555445,47.47151,40.925545,75.66623,67.35625,40.329933,35.942177,32.50954,24.627007,43.78032,59.151672
21.760757,59.838554,46.911884,67.1945,68.546074,67.907166,63.012184,63.558605,39.902668,51.50452,48.709263,56.334713,42.22448,38.61788,31.996418,78.990715,59.922863,59.84609,32.85137,44.732254,33.87506,56.287697,74.48751
17.000025,20.193518,25.038658,86.747574,86.10533,95.999985,92.99751,88.92817,85.81757,92.88236,6.008109,89.14931,13.8299,95.840454,89.061615,15.604163,91.9993,94.99902,41.20786,85.483185,17.531193,7.0015864,91.900154
17.0,8.0,5.0,7.0,7.0,11.000001,31.999998,3.0000002,18.433533,13.0,6.0,11.000001,9.000358,12.000001,13.0,14.0,25.0,20.000002,20.000345,4.0,5.0,7.0,8.0
32.218987,65.57268,67.392654,41.658783,50.13704,29.260822,58.696342,50.92461,77.4386,58.4008,81.410576,65.67752,51.370407,47.15035,49.618294,54.987595,37.774204,48.127323,45.65969,56.459484,56.86933,81.088005,60.331535
36.857056,36.726444,40.711384,35.010094,37.330513,72.25967,49.659172,27.38124,28.849653,61.033096,39.92644,35.77724,24.53448,47.876514,44.518845,40.67292,65.4298,69.34059,67.61876,35.755096,38.6485,55.220467,52.671967
17.002031,10.861041,5.37456,22.16157,14.193706,95.67348,47.828663,75.75196,12.753043,15.539144,6.0341806,13.910237,9.005335,95.04652,94.92716,14.051242,30.617037,94.998184,20.124414,47.76471,6.1505046,7.038186,91.93649
32.316406,61.312775,68.43359,32.44352,30.44678,65.75863,62.185036,23.689558,61.33698,71.05218,58.68091,53.22066,30.918827,43.999424,33.95933,31.212725,50.605743,59.081493,69.8664,58.910686,58.463066,81.40927,75.955376
37.8817,52.966923,57.66685,50.632812,50.209145,91.81887,71.752846,54.685314,30.911625,67.134254,51.44763,43.07816,24.033508,75.98957,74.45412,71.00833,74.40962,67.513985,71.78515,70.97152,65.65193,57.22658,84.996544
30.792599,75.6148,70.889984,52.7799,59.240395,88.636444,84.27854,59.904266,76.40798,84.21198,59.447437,69.49556,37.500046,48.370876,40.27875,75.68879,37.691166,69.65757,53.007786,83.166954,61.21949,78.96977,88.58564
36.50706,41.387623,47.63589,48.018875,40.469532,73.33177,52.044937,36.42529,47.505627,61.984436,59.35408,35.261425,36.807697,49.98329,36.632336,69.473236,37.736095,81.80308,66.83499,27.433117,40.923985,62.293156,29.555248
33.63569,55.01748,54.005505,68.39303,68.56543,89.894844,64.18058,69.33717,46.65564,59.130665,59.01452,51.16262,42.629223,59.87689,62.88299,61.79097,73.35795,49.432365,57.036972,56.9859,54.90751,53.841213,68.4733
38.550415,57.07588,57.132973,78.24373,79.425835,70.122856,71.58429,83.91544,47.24297,58.19426,83.08866,59.65671,43.672825,62.72662,51.733974,83.89032,35.90349,36.532944,39.022984,54.052208,62.984913,72.38603,75.97807
32.37996,56.87283,46.92226,71.096535,76.218315,83.210495,72.34372,78.889786,40.291393,57.422626,54.12254,54.22997,48.231453,41.95887,38.189377,79.43183,41.37248,72.93229,48.250484,44.78807,55.39715,50.426014,68.52809
40.999996,8.13109,5.0,87.0,91.0,96.00001,93.0,89.0,10.001369,95.99781,6.0,92.96483,92.99307,12.084457,13.000919,14.000003,95.57205,95.0,20.060629,4.0000377,5.0052238,7.0,91.96341
39.002163,70.77652,42.026855,20.526024,70.12163,58.889038,76.80673,83.90114,92.80355,95.4053,82.34626,85.61805,23.771328,16.785429,13.265783,78.77472,26.963436,24.025068,73.02123,91.01861,90.73173,92.3436,91.52285
17.0,8.0,5.0,7.0,7.0,11.000001,31.999998,3.0000002,93.99999,13.0,6.0,11.000003,9.0,12.000001,13.0,14.0,25.0,20.000002,20.000303,4.0,5.0,7.0,8.0
30.27639,64.44769,67.5519,30.604095,36.229626,36.592476,61.319405,37.535446,77.406975,61.80801,63.657337,74.34376,59.868877,65.71882,44.564156,31.255539,35.128548,54.558357,33.67625,64.33582,50.040897,55.838146,65.14839
32.428722,56.782253,57.980865,68.05741,68.49364,67.97455,62.591137,72.468475,64.02135,59.801716,62.19657,64.2166,52.045303,58.038486,50.41998,58.55004,37.90359,45.814972,42.202763,71.283714,62.4351,55.821526,75.35253
27.407364,65.73077,62.647408,65.97079,67.91924,40.581776,63.98389,60.37983,55.424747,63.13433,69.966064,66.5563,53.6071,57.368713,47.70665,51.053448,40.12315,52.180534,47.965008,55.79766,57.161358,74.47491,69.42369
37.296776,46.69765,70.51566,36.06384,25.55802,53.23156,53.2891,21.954489,52.9461,66.87753,77.11725,42.24199,23.658356,70.70526,60.380646,39.94411,53.811768,78.07973,53.764744,35.54307,31.528147,83.498985,52.552193
26.21252,58.235767,61.97035,56.273,59.268448,64.847115,67.155365,57.628845,65.27936,59.05837,52.80328,61.68594,52.864204,54.477627,47.693146,46.178703,37.252476,58.64683,44.84539,50.22042,50.013233,47.341713,50.123272
30.548939,63.36925,70.91034,68.74678,63.023632,91.18179,78.559204,62.93656,46.038513,70.08185,77.27246,52.655087,29.109785,58.83616,51.521408,80.31916,44.836025,56.451057,55.47282,52.802628,54.627598,82.6059,68.9338
41.0,94.0,95.0,86.99977,90.99781,11.665543,93.0,58.3526,94.0,96.0,94.00001,93.0,9.000028,97.0,96.95078,95.0,96.0,20.00036,26.385845,94.0,5.269251,93.0,92.0
18.004473,18.234268,15.991987,9.703778,7.5150337,11.641926,35.914852,5.1715684,61.292114,17.386404,13.929518,27.546108,16.426424,41.095715,27.578888,14.10456,27.431498,69.613365,27.592594,16.7685,14.409148,25.222155,59.479145
32.83999,49.699333,46.391827,45.095734,42.25297,66.43907,52.01566,42.98957,57.60721,48.696636,47.472233,50.429127,49.02486,27.75516,28.40952,48.967552,73.86125,29.92371,47.037212,42.947567,46.916634,48.587566,43.849453
22.887705,48.699024,51.334488,43.496166,39.34104,40.95646,46.570946,37.176884,61.461227,40.543556,56.127956,47.87483,40.279465,50.80739,43.080757,41.346634,38.534794,46.37541,37.962345,48.7365,47.73302,54.448315,49.296085
41.0,94.0,95.0,87.0,91.0,96.00001,93.0,89.0,94.0,96.0,94.00001,93.0,9.0,12.000001,13.0,95.0,96.0,20.000002,94.0,94.0,91.0,93.0,92.0
17.0,38.125103,94.999985,7.0,7.0,95.997086,31.999998,3.0000002,28.836535,91.796364,36.150887,11.000001,9.0,97.0,97.0,14.0,25.0,95.0,85.24568,4.036575,5.0,93.0,92.0
17.0,8.0,5.0,7.0,7.0,11.000001,31.999998,3.0000002,10.007418,13.0,86.81246,92.979996,92.99999,12.00128,13.0,14.0,55.42455,20.000002,20.0,4.0,5.0,7.000069,8.0
17.0,8.010554,5.008433,86.99957,8.184406,11.000001,31.999998,3.0028937,10.000028,13.0,93.999855,20.824633,9.023392,97.0,96.97945,14.030793,93.12293,20.000422,20.0,4.0,5.0,92.93757,92.0
41.0,50.068367,94.99584,22.284096,28.7922,89.45173,92.9382,15.658466,93.58273,96.0,93.99999,33.28684,9.0000725,96.99931,96.97033,24.891445,87.45768,95.0,93.99989,88.61761,28.37617,93.0,92.0
17.0,94.0,95.0,7.0,7.0,96.00001,93.0,3.0000002,94.0,96.0,94.00001,92.99997,9.0,39.807915,13.0,14.0,25.0,95.0,94.0,94.0,91.0,93.0,92.0
27.21954,51.30417,48.478687,28.450962,24.631832,29.455296,47.442608,22.17247,46.415775,54.362995,54.249023,42.275326,30.489037,60.154106,60.775368,28.66491,36.960823,87.70579,54.065784,36.34262,32.58291,71.16185,67.73977
17.0,35.287773,5.000035,87.0,91.0,96.00001,32.14112,89.0,11.374075,13.0867195,6.0,92.78083,21.222523,95.30002,58.799187,14.000003,96.0,26.366257,90.78475,6.914316,5.0748396,7.0,91.989044
40.99778,90.65167,94.96632,84.447525,80.25041,95.900116,83.90328,4.3210907,88.66651,95.99956,93.999794,78.15044,9.100331,96.969215,96.94659,14.000046,95.998314,94.999245,92.53607,13.907925,5.0204554,93.0,91.99993
40.999825,93.995865,95.0,7.0,7.0,96.00001,93.0,3.0000002,57.384544,96.0,17.414423,89.37314,9.0,12.000069,13.0,92.113556,96.0,95.0,94.0,93.99999,91.0,93.0,92.0
18.171669,50.83227,51.44184,42.33802,46.633614,35.787945,42.37217,37.587425,51.649017,37.063995,65.34282,51.001842,47.54305,53.646976,53.834736,36.64866,52.33883,28.390608,59.202065,42.2309,62.80327,65.592064,45.68729
26.295452,65.44067,67.14732,63.937973,63.712875,88.98403,71.24068,58.453537,67.105835,70.054436,60.199257,65.1396,55.8425,40.48015,40.38114,46.654766,65.66733,45.970802,65.27111,55.813965,59.42077,67.32609,57.696842
17.000162,94.0,95.0,7.000119,7.0,96.00001,93.0,3.0000002,94.0,96.0,93.99716,93.0,92.97,12.000001,13.00008,14.028459,96.0,20.000002,94.0,94.0,91.0,93.0,92.0
17.0,93.99862,34.230324,87.0,91.0,96.00001,93.0,89.0,19.62612,96.0,6.0,92.99351,9.071612,96.941864,96.99999,14.0,96.0,95.0,94.0,93.94922,5.0201993,7.0161934,92.0
22.482763,10.1091385,9.721503,30.008888,11.0248785,43.19422,86.34162,47.594788,88.43199,60.378937,16.436405,30.615294,32.849895,16.441961,13.278861,24.263714,29.319492,25.772148,62.316223,6.143822,20.535236,12.113163,15.843872
18.56396,49.17155,49.238297,45.26651,44.199276,43.7631,42.573936,32.667202,45.803665,39.269077,56.964016,45.88178,39.506405,52.515965,45.638405,44.55759,36.574795,57.193253,47.61889,37.880486,51.555733,61.154446,44.797768
41.0,89.6834,94.99805,7.019281,64.150475,11.000001,32.165,88.999985,94.0,95.999954,94.00001,92.98684,9.010319,96.5529,13.020481,95.0,25.0,95.0,20.406658,93.99994,90.99847,93.0,92.0
20.068172,58.546165,28.063036,62.949413,70.043915,45.515514,45.58076,71.05198,48.26009,33.111744,52.15452,75.07403,80.77285,46.069317,28.375618,31.680515,54.35756,34.986893,28.36457,17.908195,25.197876,32.80932,39.876858
27.937035,60.946712,49.036106,69.87287,70.1561,82.88893,81.18726,74.119774,45.1913,66.03188,39.05446,70.20494,63.929276,34.55125,30.898659,44.18931,45.97248,60.53876,60.28385,34.343292,48.964172,34.78689,47.47086
17.0,8.0,5.0,7.0,7.0,11.000001,31.999998,3.0000002,10.0,13.0,6.0,11.000003,92.99999,12.000001,13.0,14.0,25.000048,20.000002,20.0,4.0,5.0,7.0,8.0
40.246937,55.46024,45.1614,60.5163,51.97002,65.44474,66.05596,62.158966,51.314636,64.530106,68.63447,46.61928,36.98499,38.539944,40.255943,74.37572,72.359314,27.026514,41.896183,27.583961,36.556396,56.812237,35.91417
30.774044,52.427486,59.257233,45.676685,48.482117,51.94439,57.01955,46.57358,57.140053,59.916374,67.21218,51.872726,36.40588,63.071598,53.50984,44.694176,38.747524,71.32947,54.89148,58.577354,58.011814,72.74629,72.07924
34.089798,57.858658,59.07767,62.15477,54.17558,89.279106,79.71604,43.280304,46.091553,77.43785,34.189854,53.75734,31.86281,52.105556,56.887657,27.140789,84.61312,27.712414,42.805874,40.546238,21.992313,35.891914,47.360565
27.822544,67.272865,78.32066,26.353682,27.53517,33.259697,57.178947,21.320957,75.19754,73.60736,70.63242,67.88589,44.05389,77.941666,62.513767,18.08421,32.208275,82.22222,43.233585,60.258385,50.495174,77.23666,74.48901
28.746876,63.13534,63.67496,47.219814,41.43177,63.410763,65.96142,34.837547,57.32389,66.62038,52.93774,56.923527,38.783257,50.04757,39.07243,25.793745,47.167187,66.31256,55.570637,43.66556,48.214504,69.379555,64.13226
38.43186,71.2694,73.93361,57.83158,65.38697,76.75106,87.55959,67.84764,63.153908,82.986176,47.316593,73.27938,54.26571,64.49304,55.368706,73.0251,40.269398,73.47595,61.600063,76.82377,68.29769,53.432796,81.57372
17.0,8.0,5.0,7.0,7.0000653,96.00001,93.0,89.0,93.9955,95.99469,6.0,11.00013,9.0,12.014559,13.0000105,14.0,25.0,95.0,20.000042,4.0,5.0,7.0,83.1113
30.19376,39.724995,23.76202,33.365017,36.90722,50.748,53.64808,31.984707,50.270573,45.05153,43.55923,52.143356,53.69012,28.40739,24.923803,35.48559,43.475777,29.48098,45.541954,24.567425,26.883278,38.09705,31.159235
19.020086,56.150772,67.0589,37.876743,37.676525,36.42994,46.433548,24.827785,58.986378,46.410137,72.72117,50.355408,37.465584,64.98382,57.115746,41.329987,33.60116,53.51439,46.5027,58.50239,52.849907,76.75166,64.45109
32.060665,45.97515,50.36101,41.55588,36.74758,73.03112,61.954266,34.86123,50.579086,63.665836,43.84001,39.168713,35.1097,37.772064,33.445248,68.095764,41.897556,66.760925,56.717957,38.147408,39.5882,51.022312,43.316814
35.8425,57.386173,52.449337,46.340446,50.757416,59.301403,63.977856,52.430805,68.399284,66.65901,61.58191,56.159107,43.297424,33.846363,34.786964,69.25593,57.518402,32.0158,48.086666,66.96635,60.326294,70.6364,66.55358
32.026535,63.34762,46.495064,57.834606,61.910923,70.84582,56.11686,62.48377,60.962486,56.949203,51.752373,71.60119,73.021126,32.666924,28.08044,35.47022,58.345535,52.988464,40.424526,28.008368,31.94782,42.55413,42.370068
29.660324,55.073025,46.535603,68.56611,68.08535,74.465225,67.93135,75.96744,46.76947,49.864525,55.904682,59.252144,50.31714,42.25727,37.324112,64.09394,45.761414,47.955055,49.57645,49.3268,63.343933,48.136497,66.7513
40.99358,93.998955,95.0,7.000012,7.0000453,96.00001,92.99998,3.0000002,93.546555,96.0,93.99159,91.951904,9.0,96.99474,97.0,14.0,96.0,95.0,94.0,89.65415,56.957943,93.0,92.0
33.051277,59.158123,65.434814,59.64026,61.179707,87.731224,75.916504,59.655556,53.960487,68.44133,52.67483,55.82928,40.266655,63.478146,52.245476,68.63601,36.617786,89.51428,54.961445,57.75852,53.880104,56.698128,64.96525
19.314602,8.000074,5.0003943,7.000007,9.290854,96.00001,93.0,88.99985,10.000005,95.813835,6.0000105,11.000169,9.0,97.0,97.0,14.000014,25.000002,95.0,20.0,25.90079,5.0000873,7.0,92.0
20.534697,62.58163,55.924294,47.933464,49.206512,64.3115,63.76572,33.76747,40.746296,64.64005,34.14473,61.10612,42.42786,42.502235,51.335938,17.96512,56.914684,42.820004,73.49654,41.642254,45.13339,56.288197,51.944153
